State,City,Population,Violent crime,Murder and non-negligent man-slaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,
,Paradise,"27,105",52,0,7,11,34,"1,035",319,644,72,4,,,,,,
,Paramount,"57,314",441,5,22,205,209,"2,223",402,"1,081",740,29,,,,,,
,Parlier,"12,501",97,0,0,21,76,617,124,380,113,9,,,,,,
,Pasadena,"142,742",667,9,17,298,343,"4,458",723,"3,196",539,50,,,,,,
,Paso Robles,"26,718",120,0,13,8,99,669,250,364,55,12,,,,,,
,Patterson,"14,403",21,0,3,4,14,522,128,318,76,4,,,,,,
,Perris,"41,683",299,3,10,82,204,"1,768",316,975,477,5,,,,,,
,Petaluma,"55,811",142,0,28,28,86,"1,323",169,991,163,12,,,,,,
,Pico Rivera,"66,070",390,6,19,119,246,"1,755",353,942,460,11,,,,,,
,Piedmont,"10,971",1,0,0,1,0,318,66,175,77,0,,,,,,
,Pinole,"19,657",118,0,3,55,60,"1,347",217,827,303,9,,,,,,
,Pittsburg,"61,708",272,8,11,84,169,"2,377",374,"1,469",534,3,,,,,,
,Placentia,"48,766",129,0,1,40,88,892,169,594,129,7,,,,,,
,Placerville,"10,240",44,0,3,6,35,438,87,297,54,0,,,,,,
,Pleasant Hill,"34,250",136,1,7,35,93,"1,962",355,"1,370",237,8,,,,,,
,Pleasanton,"66,743",90,0,12,22,56,"1,886",272,"1,433",181,20,,,,,,
,Pomona,"155,925","1,204",21,50,349,784,"5,186","1,013","2,630","1,543",19,,,,,,
,Porterville,"42,974",251,4,10,72,165,"2,182",549,"1,206",427,2,,,,,,
,Port Hueneme,"22,089",88,1,4,20,63,530,144,290,96,1,,,,,,
,Poway,"49,769",75,0,4,10,61,849,190,561,98,13,,,,,,
,Rancho Cucamonga,"153,389",263,4,22,97,140,"4,326",801,"2,747",778,19,,,,,,
,Rancho Mirage,"15,473",46,0,0,11,35,961,274,598,89,0,,,,,,
,Rancho Palos Verdes,"42,753",56,0,3,10,43,470,163,266,41,4,,,,,,
,Rancho Santa Margarita,"49,709",43,1,0,6,36,491,89,372,30,2,,,,,,
,Red Bluff,"13,848",186,0,22,10,154,820,192,543,85,3,,,,,,
,Redding,"88,589",470,2,71,79,318,"3,679",801,"2,491",387,28,,,,,,
,Redlands,"68,642",294,3,19,97,175,"2,321",523,"1,367",431,21,,,,,,
,Redondo Beach,"67,102",184,0,17,63,104,"1,733",355,"1,158",220,8,,,,,,
,Redwood City,"74,320",319,1,18,60,240,"2,473",359,"1,738",376,22,,,,,,
,Reedley,"21,798",131,2,5,21,103,843,154,553,136,10,,,,,,
,Rialto,"99,223",994,13,30,312,639,"3,480",665,"1,633","1,182",27,,,,,,
,Richmond,"103,507","1,080",35,36,500,509,"6,180","1,038","2,765","2,377",48,,,,,,
,Ridgecrest,"25,931",157,1,16,15,125,713,226,436,51,4,,,,,,
,Ripon,"12,290",28,0,1,7,20,376,59,267,50,0,,,,,,
,Riverbank,"18,053",38,0,2,14,22,986,186,656,144,11,,,,,,
,Riverside,"284,762","1,777",17,90,563,"1,107","12,497","2,372","7,608","2,517",214,,,,,,
,Rocklin,"47,478",68,0,7,11,50,"1,250",231,870,149,9,,,,,,
,Rohnert Park,"42,354",177,0,18,29,130,"1,270",223,910,137,5,,,,,,
,Rosemead,"55,899",262,6,5,98,153,"1,406",380,607,419,10,,,,,,
,Roseville,"99,494",286,2,17,78,189,"4,346",702,"3,080",564,6,,,,,,
,Sacramento,"450,472","4,730",50,195,"1,914","2,571","28,107","5,362","15,455","7,290",389,,,,,,
,Salinas,"149,545","1,216",17,69,452,678,"6,764",918,"4,549","1,297",37,,,,,,
,San Anselmo,"12,272",17,0,4,1,12,261,80,157,24,3,,,,,,
,San Bernardino,"197,611","2,635",50,96,959,"1,530","11,299","2,543","5,508","3,248",91,,,,,,
,San Bruno,"40,059",115,1,9,51,54,992,127,660,205,0,,,,,,
,San Carlos,"27,316",25,1,5,7,12,592,131,412,49,4,,,,,,
,San Clemente,"58,434",80,2,5,22,51,750,174,489,87,12,,,,,,
,San Diego,"1,281,366","6,774",62,373,"1,650","4,689","45,443","7,305","25,168","12,970",191,,,,,,
,San Dimas,"36,415",91,1,5,35,50,872,188,564,120,8,,,,,,
,San Fernando,"24,533",132,1,6,63,62,586,98,318,170,5,,,,,,
,San Francisco,"760,353","5,757",88,152,"3,041","2,476","35,869","6,097","21,711","8,061",258,,,,,,
,San Gabriel,"41,460",201,2,7,81,111,942,255,519,168,10,,,,,,
,Sanger,"20,345",96,1,8,15,72,635,107,406,122,1,,,,,,
,San Jose,"908,712","3,379",24,256,785,"2,314","22,298","3,616","14,165","4,517",248,,,,,,
,San Juan Capistrano,"35,197",61,0,3,13,45,493,119,305,69,4,,,,,,
,San Leandro,"81,063",489,4,27,181,277,"3,876",603,"2,303",970,12,,,,,,
,San Luis Obispo,"44,712",183,1,25,29,128,"1,972",399,"1,442",131,42,,,,,,
,San Marcos,"64,983",250,1,17,61,171,"1,495",346,844,305,12,,,,,,
,San Marino,"13,383",14,0,2,7,5,168,56,103,9,0,,,,,,
,San Mateo,"92,209",416,4,24,137,251,"3,344",398,"2,632",314,31,,,,,,
,San Pablo,"31,399",218,3,6,83,126,"1,785",288,845,652,10,,,,,,
,San Rafael,"56,449",197,1,20,61,115,"1,973",331,"1,292",350,7,,,,,,
,San Ramon,"46,437",47,0,2,15,30,"1,225",156,925,144,3,,,,,,
,Santa Ana,"346,461","1,858",25,73,565,"1,195","9,906","1,238","5,442","3,226",131,,,,,,
,Santa Barbara,"89,269",624,0,40,88,496,"2,730",636,"1,889",205,48,,,,,,
,Santa Clara,"103,273",239,2,37,52,148,"3,263",463,"2,429",371,12,,,,,,
,Santa Clarita,"164,619",362,2,30,113,217,"3,157",729,"1,965",463,18,,,,,,
,Santa Cruz,"54,888",490,1,59,82,348,"2,976",534,"2,251",191,32,,,,,,
,Santa Fe Springs,"17,228",137,0,2,71,64,"1,712",295,"1,032",385,9,,,,,,
,Santa Maria,"82,889",660,3,34,152,471,"2,483",448,"1,500",535,32,,,,,,
,Santa Monica,"88,167",557,2,29,244,282,"3,540",752,"2,370",418,12,,,,,,
,Santa Paula,"29,212",61,1,7,12,41,669,154,441,74,7,,,,,,
,Santa Rosa,"155,155","1,002",5,98,140,759,"5,434",955,"3,791",688,30,,,,,,
,Santee,"53,553",165,1,16,44,104,"1,232",238,790,204,4,,,,,,
,Saratoga,"29,647",14,0,2,4,8,330,106,211,13,3,,,,,,
,Scotts Valley,"11,414",15,0,2,3,10,265,35,220,10,3,,,,,,
,Seal Beach,"24,723",46,1,2,13,30,393,96,256,41,2,,,,,,
,Seaside,"34,288",149,2,10,41,96,718,108,518,92,2,,,,,,
,Selma,"21,420",106,2,4,40,60,"1,339",143,969,227,9,,,,,,
,Shafter,"13,878",67,1,6,9,51,581,143,374,64,10,,,,,,
,Sierra Madre,"11,062",5,0,2,1,2,108,33,62,13,2,,,,,,
,Signal Hill,"10,276",54,1,6,28,19,682,129,453,100,0,,,,,,
,Simi Valley,"118,466",181,3,15,35,128,"2,189",512,"1,477",200,30,,,,,,
,Solana Beach,"13,143",36,0,0,17,19,334,72,209,53,1,,,,,,
,Soledad,"25,539",34,2,3,10,19,345,150,164,31,1,,,,,,
,South El Monte,"22,027",141,2,4,34,101,820,163,413,244,13,,,,,,
,South Gate,"100,108",546,9,15,290,232,"3,142",501,"1,346","1,295",20,,,,,,
,South Lake Tahoe,"24,188",133,0,23,28,82,760,252,433,75,1,,,,,,
,South Pasadena,"25,134",50,0,5,34,11,568,122,371,75,8,,,,,,
,South San Francisco,"60,100",119,1,12,38,68,"1,437",297,887,253,29,,,,,,
,Stanton,"38,290",134,3,8,40,83,887,171,483,233,13,,,,,,
,Stockton,"274,598","3,700",40,108,"1,187","2,365","18,405","3,067","11,023","4,315",65,,,,,,
,Suisun City,"27,279",103,1,10,30,62,627,144,341,142,5,,,,,,
,Sunnyvale,"130,032",161,2,19,52,88,"2,843",395,"2,102",346,16,,,,,,
,Susanville,"17,787",64,0,4,3,57,324,83,223,18,1,,,,,,
,Temecula,"77,722",207,0,15,38,154,"2,423",525,"1,558",340,7,,,,,,
,Temple City,"36,744",60,0,4,25,31,530,192,262,76,5,,,,,,
,Thousand Oaks,"125,625",165,0,16,36,113,"1,824",333,"1,304",187,23,,,,,,
,Torrance,"144,266",269,0,25,149,95,"3,642",696,"2,357",589,51,,,,,,
,Tracy,"73,292",129,2,4,58,65,"2,907",406,"1,980",521,30,,,,,,
,Truckee,"15,102",36,0,4,1,31,401,127,235,39,2,,,,,,
,Tulare,"47,968",452,4,17,69,362,"3,137",972,"1,672",493,51,,,,,,
,Turlock,"64,199",372,4,21,71,276,"4,652",924,"2,481","1,247",33,,,,,,
,Tustin,"69,268",216,1,15,46,154,"2,046",422,"1,299",325,5,,,,,,
,Twentynine Palms,"26,271",29,1,6,12,10,480,152,257,71,5,,,,,,
,Twin Cities,"21,283",11,0,1,8,2,697,186,425,86,3,,,,,,
,Ukiah,"15,842",72,0,8,7,57,586,241,300,45,7,,,,,,
,Union City,"70,109",348,1,13,157,177,"2,689",538,"1,574",577,14,,,,,,
,Upland,"72,871",260,3,17,111,129,"3,035",488,"2,064",483,4,,,,,,
,Vacaville,"95,215",331,2,36,82,211,"2,371",362,"1,690",319,31,,,,,,
,Ventura,"105,341",259,3,18,94,144,"3,920",743,"2,758",419,15,,,,,,
,Victorville,"75,852",389,4,19,178,188,"4,082",778,"2,582",722,11,,,,,,
,Visalia,"101,773",989,6,39,183,761,"6,924","1,455","4,370","1,099",14,,,,,,
,Vista,"92,872",465,3,28,162,272,"2,896",741,"1,636",519,16,,,,,,
,Walnut,"31,448",56,1,1,24,30,525,183,244,98,6,,,,,,
,Walnut Creek,"65,903",115,1,4,33,77,"3,137",520,"2,332",285,6,,,,,,
,Watsonville,"46,691",283,2,25,76,180,"1,789",236,"1,377",176,10,,,,,,
,West Covina,"109,500",374,5,16,152,201,"4,201",642,"2,678",881,17,,,,,,
,West Hollywood,"37,155",317,1,23,139,154,"1,675",341,"1,018",316,1,,,,,,
,Westminster,"90,525",333,2,23,96,212,"2,893",535,"1,786",572,14,,,,,,
,West Sacramento,"38,334",415,2,38,69,306,"1,519",650,490,379,58,,,,,,
,Whittier,"86,353",312,5,16,118,173,"2,887",453,"1,943",491,7,,,,,,
,Windsor,"24,694",65,2,2,9,52,450,82,331,37,4,,,,,,
,Woodland,"51,576",297,1,16,45,235,"1,730",401,"1,018",311,33,,,,,,
,Yorba Linda,"63,077",54,1,9,11,33,802,193,543,66,12,,,,,,
,Yuba City,"49,563",196,3,23,40,130,"2,331",488,"1,596",247,20,,,,,,
,Yucaipa,"46,704",82,0,6,18,58,909,205,578,126,13,,,,,,
,Yucca Valley,"18,512",40,6,7,13,14,476,128,292,56,8,,,,,,
COLORADO,Arvada,"103,108",180,0,19,47,114,"3,653",528,"2,616",509,23,,,,,,
,Aurora,"293,655","1,754",13,198,557,986,"15,140","2,669","9,999","2,472",110,,,,,,
,Boulder,"94,088",164,0,35,40,89,"3,789",574,"3,049",166,21,,,,,,
,Canon City,"15,956",77,0,25,7,45,559,83,449,27,3,,,,,,
,Castle Rock,"30,202",25,0,0,3,22,709,95,570,44,5,,,,,,
,Centennial,"99,685",198,0,27,39,132,"2,089",410,"1,502",177,31,,,,,,
,Colorado Springs,"374,576","1,623",14,276,350,983,"20,346","3,813","14,445","2,088",122,,,,,,
,Denver,"563,688","4,490",87,243,"1,442","2,718","30,450","7,322","15,590","7,538",166,,,,,,
,Durango,"14,905",38,1,7,4,26,825,92,690,43,7,,,,,,
,Englewood,"33,127",130,3,28,53,46,"2,473",380,"1,636",457,13,,,,,,
,Evans,"15,344",42,0,0,15,27,680,113,479,88,2,,,,,,
,Federal Heights,"11,982",37,0,6,13,18,662,103,433,126,3,,,,,,
,Fort Collins,"127,141",358,0,129,28,201,"4,684",714,"3,712",258,18,,,,,,
,Fort Morgan,"11,118",14,0,0,1,13,428,42,372,14,3,,,,,,
,Golden,"17,746",23,0,2,2,19,585,104,436,45,3,,,,,,
,Grand Junction,"44,877",273,2,41,17,213,"3,155",556,"2,410",189,21,,,,,,
,Greeley,"84,344",438,6,58,58,316,"5,175",854,"3,891",430,32,,,,,,
,Greenwood Village,"12,873",31,0,1,10,20,739,82,610,47,6,,,,,,
,Lafayette,"23,918",61,1,3,5,52,529,96,383,50,14,,,,,,
,Lakewood,"144,062",659,6,83,184,386,"7,731","1,172","5,271","1,288",31,,,,,,
,Littleton,"41,051",76,3,1,20,52,"1,550",245,"1,096",209,35,,,,,,
,Louisville,"18,592",22,0,5,3,14,422,62,328,32,0,,,,,,
,Loveland,"57,065",90,0,15,11,64,"1,961",245,"1,571",145,11,,,,,,
,Montrose,"14,353",47,0,12,2,33,618,74,516,28,5,,,,,,
,Parker,"34,912",31,1,9,8,13,782,104,621,57,9,,,,,,
,Pueblo,"104,803",666,7,34,203,422,"5,775","1,298","4,038",439,34,,,,,,
,Sterling,"12,927",36,1,6,4,25,390,75,293,22,4,,,,,,
,Thornton,"97,660",279,4,71,48,156,"4,170",612,"2,876",682,23,,,,,,
,Westminster,"104,543",251,4,31,61,155,"5,246",692,"3,740",814,15,,,,,,
,Windsor,"13,232",17,1,0,0,16,132,37,82,13,2,,,,,,
CONNECTICUT,Ansonia,"18,927",27,0,2,13,12,394,45,303,46,1,,,,,,
,Avon,"16,806",4,0,0,2,2,169,25,139,5,0,,,,,,
,Berlin,"19,434",12,0,0,6,6,396,88,279,29,0,,,,,,
,Bethel,"18,674",7,1,1,1,4,124,23,100,1,4,,,,,,
,Bloomfield,"19,918",52,0,16,20,16,545,76,407,62,2,,,,,,
,Branford,"29,305",44,0,14,17,13,771,66,677,28,1,,,,,,
,Bridgeport,"140,475","1,419",14,59,541,805,"6,238","1,209","4,109",920,75,,,,,,
,Bristol,"61,075",146,0,23,55,68,"1,667",394,"1,168",105,5,,,,,,
,Brookfield,"16,130",18,0,3,1,14,169,22,142,5,2,,,,,,
,Cheshire,"29,357",4,0,1,1,2,308,72,218,18,1,,,,,,
,Clinton,"13,724",18,0,2,4,12,267,34,223,10,9,,,,,,
,Coventry,"12,178",5,0,3,0,2,133,25,105,3,1,,,,,,
,Cromwell,"13,549",13,0,0,9,4,310,49,250,11,3,,,,,,
,Danbury,"77,802",147,3,19,62,63,"1,858",287,"1,417",154,6,,,,,,
,Darien,"20,037",3,0,0,2,1,213,34,166,13,0,,,,,,
,Derby,"12,666",24,0,5,8,11,455,91,308,56,2,,,,,,
,East Hampton,"11,728",3,0,0,1,2,104,13,84,7,1,,,,,,
,East Haven,"28,877",18,1,0,15,2,593,75,422,96,0, ,,,,,
,East Windsor,"10,244",18,1,5,6,6,330,46,244,40,3,,,,,,
,Enfield,"45,803",52,0,4,16,32,957,135,707,115,6,,,,,,
,Fairfield,"58,746",44,0,7,15,22,"1,307",178,"1,055",74,3,,,,,,
,Farmington,"24,649",19,0,2,10,7,717,79,595,43,3,,,,,,
,Glastonbury,"32,979",17,0,3,9,5,438,78,334,26,0,,,,,,
,Granby,"10,932",7,0,1,0,6,124,23,99,2,0,,,,,,
,Greenwich,"62,332",20,0,2,5,13,636,110,475,51,1,,,,,,
,Groton,"10,296",26,2,10,7,7,254,41,196,17,4,,,,,,
,Groton Town,"29,254",70,1,37,16,16,574,76,474,24,0,,,,,,
,Guilford,"22,210",30,0,6,5,19,346,66,266,14,1,,,,,,
,Hamden,"58,967",71,2,8,52,9,"1,141",108,958,75,3,,,,,,
,Hartford,"125,109","1,514",16,54,890,554,"10,969","1,722","6,621","2,626",97,,,,,,
,Madison,"18,807",5,0,0,0,5,186,31,148,7,2,,,,,,
,Manchester3,"55,712",349,1,13,80,255,"2,230",309,"1,717",204,10,,,,,,
,Meriden,"59,304",206,1,14,121,70,"2,210",517,"1,511",182,20,,,,,,
,Middletown,"47,191",44,0,0,22,22,"1,293",129,"1,046",118,0,,,,,,
,Milford,"54,182",88,1,14,37,36,"1,770",192,"1,417",161,5,,,,,,
,Monroe,"19,728",6,0,1,2,3,192,30,145,17,1,,,,,,
,New Britain,"71,988",291,3,7,166,115,"2,968",652,"1,943",373,2,,,,,,
,New Canaan,"19,954",1,0,0,0,1,183,42,128,13,0,,,,,,
,New London,"26,353",209,2,20,57,130,893,173,627,93,9,,,,,,
,New Milford,"28,375",21,3,7,2,9,308,65,211,32,4,,,,,,
,Newtown,"26,452",15,0,0,3,12,253,50,194,9,4,,,,,,
,North Haven,"23,765",13,0,0,11,2,490,66,386,38,2,,,,,,
,Norwalk,"84,659",348,2,13,122,211,"2,761",456,"1,971",334,3,,,,,,
,Norwich,"36,437",166,4,28,49,85,"1,065",222,761,82,11,,,,,,
,Old Saybrook,"10,596",3,1,1,1,0,243,21,218,4,0,,,,,,
,Orange,"13,651",9,0,1,8,0,447,36,381,30,0,,,,,,
,Plainfield,"15,262",26,0,0,0,26,162,26,125,11,0,,,,,,
,Plainville,"17,562",26,1,4,10,11,589,68,482,39,2,,,,,,
,Ridgefield,"24,271",0,0,0,0,0,83,5,76,2,0,,,,,,
,Rocky Hill,"18,636",51,1,2,4,44,362,42,283,37,0,,,,,,
,Seymour,"16,138",30,0,0,4,26,209,53,137,19,0,,,,,,
,Shelton,"39,348",30,0,4,16,10,504,123,295,86,1,,,,,,
,Simsbury,"23,632",9,0,0,2,7,218,28,182,8,1,,,,,,
,South Windsor,"25,417",13,0,3,1,9,411,73,315,23,0,,,,,,
,Stamford,"120,805",305,3,12,137,153,"2,349",359,"1,803",187,5,,,,,,
,Stonington,"18,312",10,0,0,4,6,367,60,299,8,3,,,,,,
,Stratford,"50,473",115,0,8,58,49,"1,716",296,"1,224",196,6,,,,,,
,Suffield,"14,300",12,0,1,3,8,160,39,107,14,0,,,,,,
,Torrington,"35,964",100,1,1,15,83,"1,000",194,751,55,5,,,,,,
,Trumbull,"35,216",17,0,2,10,5,787,83,656,48,13,,,,,,
,Vernon,"29,376",33,0,7,13,13,358,55,248,55,2,,,,,,
,Wallingford,"44,588",18,0,5,8,5,866,143,683,40,8,,,,,,
,Waterbury,"108,758",452,1,49,223,179,"6,513","1,239","4,514",760,1,,,,,,
,Waterford,"19,145",51,0,8,10,33,604,53,539,12,0,,,,,,
,West Hartford,"61,781",110,0,4,67,39,"1,860",321,"1,402",137,6,,,,,,
,West Haven,"53,312",268,2,13,67,186,"1,806",204,"1,356",246,11,,,,,,
,Weston,"10,298",1,0,0,0,1,56,5,46,5,0,,,,,,
,Westport,"26,473",11,0,1,2,8,499,52,431,16,0,,,,,,
,Wethersfield,"26,551",40,0,9,13,18,740,97,545,98,2,,,,,,
,Willimantic,"16,278",41,1,4,25,11,599,111,430,58,4,,,,,,
,Wilton,"18,013",4,1,1,0,2,113,22,84,7,0,,,,,,
,Winchester,"10,844",14,0,2,0,12,223,34,162,27,4,,,,,,
,Windsor,"28,731",32,0,5,14,13,630,67,510,53,0,,,,,,
DELAWARE,Dover,"33,325",245,2,16,59,168,"1,807",125,"1,567",115,11,,,,,,
,Newark,"30,291",150,1,14,51,84,"1,256",248,959,49,11,,,,,,
DISTRICT OF COLUMBIA,Washington,"553,523","7,336",198,218,"3,057","3,863","25,835","3,943","13,756","8,136",81,,,,,,
FLORIDA,Altamonte Springs,"41,852",140,2,24,33,81,"1,481",222,"1,094",165,7,,,,,,
,Apopka,"31,385",252,1,8,50,193,"1,622",362,"1,126",134,13,,,,,,
,Atlantic Beach,"13,866",70,1,10,17,42,468,120,308,40,0,,,,,,
,Auburndale,"12,222",63,1,1,25,36,778,145,595,38,2,,,,,,
,Aventura,"27,479",74,0,1,43,30,"1,777",124,"1,566",87,0,,,,,,
,Bartow,"15,920",136,1,10,20,105,948,212,678,58,1,,,,,,
,Belle Glade,"15,544",389,2,10,71,306,"1,286",271,936,79,5,,,,,,
,Boca Raton,"80,192",255,2,22,82,149,"3,008",600,"2,152",256,4,,,,,,
,Boynton Beach,"65,814",680,6,4,223,447,"4,335",724,"3,130",481,26,,,,,,
,Bradenton,"53,664",385,4,18,126,237,"3,112",674,"2,100",338,0,,,,,,
,Cape Coral,"121,375",328,4,25,43,256,"3,474",882,"2,359",233,39,,,,,,
,Casselberry,"24,234",151,0,8,37,106,918,171,672,75,5,,,,,,
,Clearwater,"110,677","1,022",7,39,218,758,"5,022",979,"3,676",367,34,,,,,,
,Clermont,"10,812",93,0,8,10,75,609,209,376,24,5,,,,,,
,Cocoa,"16,794",432,2,23,66,341,"1,111",415,608,88,6,,,,,,
,Cocoa Beach,"12,708",126,0,12,22,92,816,130,658,28,0,,,,,,
,Coconut Creek,"49,269",121,2,12,31,76,"1,067",168,740,159,2,,,,,,
,Cooper City,"29,494",55,0,5,8,42,570,99,442,29,3,,,,,,
,Coral Gables,"43,484",160,1,10,58,91,"2,497",489,"1,832",176,3,,,,,,
,Coral Springs,"129,827",319,0,22,80,217,"3,142",425,"2,440",277,4,,,,,,
,Crestview,"16,178",85,1,1,16,67,820,231,552,37,1,,,,,,
,Dania,"28,829",279,2,12,107,158,"1,396",298,921,177,3,,,,,,
,Davie,"82,149",370,1,20,89,260,"3,326",701,"2,315",310,6,,,,,,
,Daytona Beach,"66,016","1,154",5,72,387,690,"5,779","1,597","3,200",982,30,,,,,,
,Deerfield Beach,"67,153",450,2,18,133,297,"2,246",398,"1,577",271,6,,,,,,
,Deland,"22,389",184,2,8,33,141,"1,064",250,736,78,2,,,,,,
,Delray Beach,"64,728",672,3,24,155,490,"3,605",633,"2,626",346,10,,,,,,
,Doral,"30,285",129,1,23,26,79,"2,070",212,"1,682",176,1,,,,,,
,Dunedin,"37,531",82,0,8,18,56,978,224,709,45,6,,,,,,
,Edgewater,"20,660",53,0,3,2,48,640,195,409,36,7,,,,,,
,Eustis,"16,678",69,0,3,11,55,362,73,244,45,1,,,,,,
,Fernandina Beach,"11,305",20,0,6,6,8,365,54,297,14,2,,,,,,
,Fort Lauderdale,"166,536","1,421",15,54,755,597,"10,109","2,612","6,493","1,004",43,,,,,,
,Fort Myers,"52,162","1,030",15,40,302,673,"3,680",641,"2,358",681,16,,,,,,
,Fort Pierce,"38,682",697,6,52,177,462,"3,157",970,"1,912",275,9,,,,,,
,Fort Walton Beach,"20,379",90,0,6,20,64,743,123,574,46,2,,,,,,
,Gainesville,"111,571",896,5,98,191,602,"4,465","1,212","2,818",435,9,,,,,,
,Greenacres City,"31,802",281,2,11,51,217,"1,311",291,916,104,1,,,,,,
,Gulfport,"12,866",105,0,7,39,59,611,248,307,56,6,,,,,,
,Haines City,"14,266",81,0,7,31,43,"1,248",252,909,87,1,,,,,,
,Hallandale,"36,155",399,2,18,121,258,"1,673",372,"1,114",187,8,,,,,,
,Hialeah,"231,431","1,354",12,46,385,911,"9,834","1,699","6,314","1,821",36,,,,,,
,Hialeah Gardens,"20,308",74,0,1,25,48,"1,019",158,709,152,2,,,,,,
,Holly Hill,"12,866",138,1,14,37,86,986,284,545,157,2,,,,,,
,Hollywood,"146,594",830,8,45,408,369,"6,901","1,296","4,767",838,26,,,,,,
,Homestead,"34,941",756,4,6,325,421,"3,072",769,"2,058",245,6,,,,,,
,Jacksonville,"790,972","6,533",104,209,"2,223","3,997","43,238","9,066","29,448","4,724",251,,,,,,
,Jacksonville Beach,"21,813",160,0,11,45,104,"1,378",222,"1,057",99,3,,,,,,
,Jupiter,"46,102",184,0,8,25,151,"1,420",276,"1,039",105,4,,,,,,
,Key Biscayne,"10,548",9,0,0,2,7,187,17,166,4,0,,,,,,
,Key West,"25,587",198,1,20,65,112,"1,940",345,"1,336",259,0,,,,,,
,Kissimmee,"55,811",445,3,21,102,319,"2,706",615,"1,904",187,15,,,,,,
,Lady Lake,"13,023",33,0,3,2,28,240,62,166,12,0,,,,,,
,Lake City,"10,704",179,0,7,33,139,"1,039",166,836,37,3,,,,,,
,Lakeland,"89,812",413,3,31,162,217,"5,186","1,084","3,774",328,0,,,,,,
,Lake Mary,"13,555",22,0,2,6,14,237,64,161,12,0,,,,,,
,Lake Wales,"11,443",78,0,0,21,57,825,380,393,52,1,,,,,,
,Lake Worth,"36,403",507,8,22,266,211,"2,942",810,"1,850",282,9,,,,,,
,Largo,"72,747",439,2,30,77,330,"2,666",605,"1,806",255,7,,,,,,
,Lauderdale Lakes,"32,272",373,2,9,103,259,"1,218",276,742,200,7,,,,,,
,Lauderhill,"60,409",484,3,23,133,325,"1,792",504,"1,012",276,6,,,,,,
,Leesburg,"17,598",301,3,12,48,238,976,293,630,53,2,,,,,,
,Lighthouse Point,"11,359",15,0,0,7,8,268,37,204,27,0,,,,,,
,Longwood,"13,978",97,4,3,12,78,600,174,395,31,3,,,,,,
,Lynn Haven,"14,554",24,0,0,5,19,429,62,269,98,5,,,,,,
,Maitland,"12,120",40,0,1,8,31,433,109,286,38,2,,,,,,
,Marco Island,"15,752",7,0,1,0,6,286,70,195,21,1,,,,,,
,Margate,"56,175",183,0,6,36,141,"1,163",243,803,117,7,,,,,,
,Melbourne,"76,201",588,7,23,151,407,"3,218",763,"2,240",215,16,,,,,,
,Miami,"385,186","6,461",69,102,"2,367","3,923","24,505","5,556","14,652","4,297",195,,,,,,
,Miami Beach,"91,296","1,247",8,52,585,602,"9,164","1,555","6,385","1,224",18,,,,,,
,Miami Gardens,"105,414","1,927",11,84,501,"1,331","6,548","1,056","4,449","1,043",35,,,,,,
,Miami Lakes,"23,170",86,0,1,25,60,"1,071",175,714,182,4,,,,,,
,Miami Shores,"10,461",56,1,3,36,16,638,195,380,63,1,,,,,,
,Miami Springs,"13,887",73,0,3,46,24,509,106,349,54,4,,,,,,
,Miramar,"98,793",451,2,36,131,282,"2,980",735,"1,799",446,13,,,,,,
,Mount Dora,"10,512",135,1,12,13,109,487,119,331,37,2,,,,,,
,Naples,"21,757",58,0,4,15,39,914,125,759,30,3,,,,,,
,New Port Richey,"17,082",163,1,15,30,117,"1,055",318,684,53,2,,,,,,
,New Smyrna Beach,"21,203",103,0,2,14,87,893,221,610,62,3,,,,,,
,Niceville,"12,507",15,0,4,6,5,192,82,99,11,0,,,,,,
,North Lauderdale,"34,279",325,1,16,49,259,954,165,670,119,1,,,,,,
,North Miami,"60,628",750,7,22,360,361,"4,491","1,073","2,789",629,13,,,,,,
,North Miami Beach,"41,241",452,4,35,188,225,"2,532",588,"1,554",390,8,,,,,,
,North Palm Beach,"12,892",29,0,0,13,16,382,101,249,32,0,,,,,,
,North Port,"31,632",139,0,14,9,116,837,198,601,38,3,,,,,,
,Oakland Park,"32,161",395,1,25,168,201,"1,753",348,"1,220",185,6,,,,,,
,Ocala,"48,986",608,3,32,134,439,"3,729",860,"2,632",237,8,,,,,,
,Ocoee,"27,736",138,0,12,25,101,"1,310",236,956,118,8,,,,,,
,Oldsmar,"13,911",30,0,3,5,22,573,101,431,41,0,,,,,,
,Opa Locka,"15,123",576,10,14,217,335,"1,600",468,853,279,26,,,,,,
,Orlando,"203,764","3,562",17,174,962,"2,409","16,872","3,601","11,292","1,979",40,,,,,,
,Ormond Beach,"38,453",93,0,4,21,68,"1,097",289,721,87,0,,,,,,
,Oviedo,"28,561",106,0,6,6,94,498,121,355,22,2,,,,,,
,Palatka,"10,694",197,1,11,37,148,"1,211",261,891,59,1,,,,,,
,Palm Bay,"86,966",504,0,24,49,431,"2,337",726,"1,390",221,69,,,,,,
,Palm Beach Gardens,"42,763",103,1,6,27,69,"1,763",335,"1,252",176,3,,,,,,
,Palmetto,"13,051",173,0,5,46,122,770,228,491,51,2,,,,,,
,Palmetto Bay,"24,903",97,1,9,22,65,974,122,747,105,3,,,,,,
,Palm Springs,"13,977",82,0,5,27,50,835,222,501,112,3,,,,,,
