State,City,Population,Violent crime,Murder and non-negligent man-slaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,
,Pasadena,"141,178",700,4,38,265,393,"4,586",849,"3,206",531,52,,,,,,
,Paso Robles,"26,635",122,3,13,14,92,933,376,483,74,9,,,,,,
,Patterson,"13,663",24,0,1,4,19,437,108,273,56,10,,,,,,
,Perris,"38,700",305,4,17,80,204,"1,653",392,841,420,13,,,,,,
,Petaluma,"55,832",111,1,20,21,69,"1,174",240,815,119,11,,,,,,
,Pico Rivera,"65,539",385,7,10,82,286,"1,402",249,734,419,18,,,,,,
,Piedmont,"11,152",14,0,0,7,7,227,63,118,46,1,,,,,,
,Pinole,"19,643",79,2,5,30,42,"1,319",151,844,324,3,,,,,,
,Pittsburg,"61,160",233,6,10,82,135,"2,466",435,"1,473",558,4,,,,,,
,Placentia,"48,299",127,1,6,36,84,"1,010",280,612,118,5,,,,,,
,Placerville,"10,230",40,0,5,9,26,384,111,232,41,3,,,,,,
,Pleasant Hill,"33,889",134,0,8,52,74,"1,919",371,"1,299",249,16,,,,,,
,Pleasanton,"66,845",82,0,8,31,43,"1,598",205,"1,208",185,12,,,,,,
,Pomona,"155,166","1,217",17,49,422,729,"5,459",914,"2,905","1,640",30,,,,,,
,Porterville,"41,742",237,1,12,54,170,"2,068",430,"1,272",366,2,,,,,,
,Port Hueneme,"22,482",89,0,8,32,49,458,137,250,71,1,,,,,,
,Poway,"49,630",78,2,3,11,62,858,229,529,100,12,,,,,,
,Rancho Cucamonga,"145,219",308,4,19,128,157,"4,181",832,"2,602",747,30,,,,,,
,Rancho Palos Verdes,"42,568",46,0,1,8,37,474,162,276,36,0,,,,,,
,Rancho Santa Margarita,"48,666",34,0,1,6,27,476,78,355,43,4,,,,,,
,Red Bluff,"13,650",167,0,10,6,151,678,153,465,60,11,,,,,,
,Redding,"86,559",393,2,67,88,236,"3,156",779,"2,039",338,15,,,,,,
,Redlands,"67,449",379,2,17,94,266,"2,767",531,"1,733",503,29,,,,,,
,Redondo Beach,"66,483",195,1,8,69,117,"1,775",441,"1,128",206,2,,,,,,
,Redwood City,"75,234",367,2,17,61,287,"2,190",383,"1,590",217,17,,,,,,
,Reedley,"21,454",144,1,6,27,110,652,134,419,99,8,,,,,,
,Rialto,"97,630",973,11,43,268,651,"2,914",603,"1,318",993,28,,,,,,
,Richmond,"103,629","1,078",38,50,482,508,"7,024","1,102","3,470","2,452",66,,,,,,
,Ridgecrest,"25,598",119,0,20,7,92,757,238,466,53,9,,,,,,
,Ripon,"11,590",30,1,0,2,27,360,61,262,37,0,,,,,,
,Riverbank,"17,825",54,0,4,13,37,800,225,438,137,14,,,,,,
,Riverside,"277,103","1,916",24,102,573,"1,217","12,891","2,194","8,098","2,599",231,,,,,,
,Rocklin,"43,717",71,2,6,9,54,"1,035",202,734,99,8,,,,,,
,Rohnert Park,"42,786",203,2,28,29,144,"1,572",248,"1,172",152,7,,,,,,
,Rosemead,"55,532",257,6,6,107,138,"1,410",344,551,515,13,,,,,,
,Roseville,"92,724",266,4,22,68,172,"3,652",572,"2,650",430,10,,,,,,
,Sacramento,"439,811","3,420",43,187,"1,630","1,560","28,266","5,606","15,374","7,286",401,,,,,,
,Salinas,"150,305","1,200",19,57,399,725,"7,415",837,"5,163","1,415",51,,,,,,
,San Anselmo,"12,381",23,0,3,2,18,264,66,181,17,0,,,,,,
,San Bernardino,"193,641","2,864",48,120,"1,032","1,664","12,238","2,524","6,401","3,313",93,,,,,,
,San Bruno,"39,779",89,1,9,23,56,968,155,649,164,0,,,,,,
,San Carlos,"27,450",33,0,4,4,25,543,95,393,55,0,,,,,,
,San Clemente,"56,573",76,0,4,13,59,830,157,547,126,21,,,,,,
,San Diego,"1,272,746","7,366",65,406,"1,626","5,269","46,382","8,076","25,739","12,567",238,,,,,,
,San Dimas,"36,252",118,0,4,33,81,863,195,565,103,3,,,,,,
,San Fernando,"24,429",146,3,6,54,83,624,102,316,206,4,,,,,,
,San Francisco,"772,065","5,725",69,215,"3,065","2,376","38,163","5,784","25,388","6,991",260,,,,,,
,San Gabriel,"41,212",204,3,8,85,108,850,217,466,167,10,,,,,,
,Sanger,"20,037",91,1,5,19,66,763,113,510,140,4,,,,,,
,San Jose,"909,890","3,378",29,279,815,"2,255","20,748","3,314","13,770","3,664",208,,,,,,
,San Juan Capistrano,"35,000",50,1,0,13,36,554,81,403,70,10,,,,,,
,San Leandro,"81,455",578,3,26,292,257,"4,040",748,"2,453",839,16,,,,,,
,San Luis Obispo,"44,720",139,1,20,19,99,"1,944",344,"1,469",131,41,,,,,,
,San Marcos,"62,785",205,3,18,46,138,"1,475",440,765,270,12,,,,,,
,San Marino,"13,356",20,0,0,10,10,141,47,88,6,0,,,,,,
,San Mateo,"92,900",341,1,28,95,217,"2,756",294,"2,208",254,28,,,,,,
,San Pablo,"31,315",221,6,10,116,89,"2,140",324,814,"1,002",12,,,,,,
,San Rafael,"56,879",208,0,25,66,117,"2,010",327,"1,233",450,6,,,,,,
,San Ramon,"46,702",58,1,1,17,39,"1,087",157,816,114,7,,,,,,
,Santa Ana,"347,016","1,788",17,76,739,956,"9,728","1,110","5,932","2,686",121,,,,,,
,Santa Barbara,"90,320",562,1,37,78,446,"3,166",634,"2,341",191,43,,,,,,
,Santa Clara,"102,936",253,7,25,48,173,"3,006",420,"2,244",342,18,,,,,,
,Santa Clarita,"162,238",304,3,16,97,188,"3,157",681,"2,003",473,20,,,,,,
,Santa Cruz,"54,401",510,4,48,112,346,"3,121",523,"2,420",178,21,,,,,,
,Santa Fe Springs,"18,126",117,2,3,44,68,"1,403",228,874,301,2,,,,,,
,Santa Monica,"87,710",555,2,21,242,290,"3,943",761,"2,716",466,48,,,,,,
,Santa Paula,"29,138",82,2,4,28,48,515,112,345,58,7,,,,,,
,Santa Rosa,"155,099",998,2,84,133,779,"5,878","1,080","4,069",729,44,,,,,,
,Santee,"53,788",129,0,15,18,96,"1,325",293,824,208,9,,,,,,
,Saratoga,"29,805",19,0,2,3,14,307,88,206,13,3,,,,,,
,Scotts Valley,"11,558",22,0,4,4,14,341,64,264,13,0,,,,,,
,Seal Beach,"24,784",61,1,5,17,38,397,84,277,36,1,,,,,,
,Seaside,"32,666",131,1,14,57,59,734,177,470,87,7,,,,,,
,Selma,"20,753",74,1,5,15,53,"1,268",166,821,281,4,,,,,,
,Shafter,"13,551",54,1,2,4,47,490,102,322,66,12,,,,,,
,Sierra Madre,"10,992",13,0,1,0,12,116,44,64,8,0,,,,,,
,Signal Hill,"10,110",59,0,3,34,22,616,115,412,89,2,,,,,,
,Simi Valley,"117,785",164,2,16,45,101,"1,882",466,"1,211",205,22,,,,,,
,Solana Beach,"13,205",20,0,3,5,12,298,103,157,38,1,,,,,,
,Soledad,"23,686",35,1,6,12,16,288,127,115,46,2,,,,,,
,South El Monte,"21,902",130,2,8,45,75,726,155,352,219,8,,,,,,
,South Gate,"99,827",584,9,14,289,272,"3,292",590,"1,278","1,424",20,,,,,,
,South Lake Tahoe,"24,225",207,0,15,29,163,566,169,351,46,5,,,,,,
,South Pasadena,"25,101",54,0,8,29,17,630,149,383,98,24,,,,,,
,South San Francisco,"60,584",135,2,17,56,60,"1,481",321,891,269,19,,,,,,
,Stanton,"38,356",118,1,11,36,70,890,164,514,212,18,,,,,,
,Stockton,"265,593","3,625",37,155,"1,208","2,225","18,779","3,125","11,791","3,863",79,,,,,,
,Suisun City,"27,262",84,1,10,23,50,817,100,535,182,7,,,,,,
,Sunnyvale,"131,048",172,2,26,65,79,"2,884",372,"2,269",243,24,,,,,,
,Susanville,"17,897",72,0,6,2,64,348,98,241,9,3,,,,,,
,Temecula,"74,567",222,1,22,38,161,"2,026",414,"1,314",298,3,,,,,,
,Temple City,"35,990",65,1,3,17,44,478,156,250,72,1,,,,,,
,Thousand Oaks,"123,987",201,1,12,38,150,"1,785",332,"1,311",142,29,,,,,,
,Torrance,"143,101",402,2,23,216,161,"4,292",785,"2,753",754,29,,,,,,
,Tracy,"68,732",140,2,11,50,77,"2,582",413,"1,722",447,29,,,,,,
,Truckee,"14,783",48,0,4,3,41,276,66,192,18,5,,,,,,
,Tulare,"46,461",506,5,22,68,411,"2,568",803,"1,456",309,33,,,,,,
,Turlock,"62,294",384,4,26,83,271,"4,052",751,"2,358",943,21,,,,,,
,Tustin,"69,357",265,1,11,55,198,"1,895",328,"1,316",251,11,,,,,,
,Twentynine Palms,"29,492",91,2,15,11,63,554,203,298,53,5,,,,,,
,Twin Cities,"21,460",16,0,2,12,2,671,172,418,81,4,,,,,,
,Ukiah,"15,707",151,3,14,14,120,739,242,450,47,9,,,,,,
,Union City,"70,612",269,1,19,117,132,"2,692",441,"1,714",537,32,,,,,,
,Upland,"71,728",249,3,12,105,129,"2,901",465,"1,943",493,5,,,,,,
,Vacaville,"94,555",272,0,24,71,177,"2,152",313,"1,590",249,32,,,,,,
,Vallejo,"121,055",997,6,42,339,610,"5,817","1,021","3,631","1,165",55,,,,,,
,Ventura,"104,706",261,3,21,96,141,"3,968",764,"2,855",349,15,,,,,,
,Victorville,"71,571",323,3,28,130,162,"3,863",856,"2,415",592,15,,,,,,
,Visalia,"97,906",789,9,47,144,589,"5,857","1,080","3,971",806,29,,,,,,
,Vista,"92,526",381,2,30,122,227,"2,602",835,"1,293",474,26,,,,,,
,Walnut,"31,096",56,0,1,19,36,475,146,251,78,7,,,,,,
,Walnut Creek,"66,031",106,0,8,18,80,"2,635",434,"1,938",263,16,,,,,,
,Watsonville,"47,133",329,3,23,99,204,"2,049",331,"1,569",149,9,,,,,,
,West Covina,"108,824",395,5,13,178,199,"4,108",585,"2,654",869,26,,,,,,
,West Hollywood,"37,055",342,3,10,170,159,"1,626",330,"1,030",266,7,,,,,,
,Westminster,"90,454",328,1,16,110,201,"3,047",506,"2,061",480,21,,,,,,
,West Sacramento,"36,927",477,3,20,99,355,"1,499",512,622,365,49,,,,,,
,Whittier,"86,342",290,1,16,86,187,"2,538",339,"1,741",458,12,,,,,,
,Woodland,"51,383",281,2,22,42,215,"1,517",607,569,341,39,,,,,,
,Yorba Linda,"61,706",61,0,9,13,39,814,160,588,66,14,,,,,,
,Yuba City,"47,708",201,0,28,46,127,"1,969",358,"1,409",202,14,,,,,,
,Yucaipa,"44,290",54,3,5,10,36,"1,027",198,687,142,4,,,,,,
,Yucca Valley,"17,946",67,1,3,11,52,568,150,362,56,13,,,,,,
COLORADO,Arvada,"103,191",178,3,18,49,108,"3,731",586,"2,746",399,41,,,,,,
,Aurora,"288,830","1,691",18,213,571,889,"15,253","2,329","10,272","2,652",110,,,,,,
,Boulder,"95,089",214,0,52,37,125,"3,930",549,"3,184",197,43,,,,,,
,Canon City,"15,845",32,0,0,1,31,572,85,450,37,14,,,,,,
,Castle Rock,"26,079",27,0,2,2,23,660,105,501,54,0,,,,,,
,Centennial,"100,421",185,1,31,22,131,"2,346",417,"1,716",213,45,,,,,,
,Colorado Springs,"374,818","1,730",16,242,421,"1,051","18,517","3,360","13,338","1,819",191,,,,,,
,Commerce City,"24,161",177,2,17,35,123,"2,160",358,"1,427",375,15,,,,,,
,Denver,"565,905","3,531",63,304,"1,421","1,743","29,064","7,097","14,839","7,128",228,,,,,,
,Durango,"14,773",38,0,4,4,30,930,103,775,52,7,,,,,,
,Englewood,"33,286",91,2,26,40,23,"2,430",319,"1,664",447,19,,,,,,
,Evans,"13,423",29,0,1,11,17,623,96,467,60,5,,,,,,
,Federal Heights,"12,228",29,1,2,14,12,968,120,677,171,1,,,,,,
,Fort Collins,"125,886",413,2,105,30,276,"5,520",850,"4,368",302,38,,,,,,
,Fort Morgan,"11,130",15,0,4,2,9,367,42,314,11,6,,,,,,
,Fountain,"15,851",19,1,0,3,15,339,31,285,23,0,,,,,,
,Golden,"17,536",46,0,2,8,36,628,102,474,52,12,,,,,,
,Grand Junction,"43,593",233,0,34,17,182,"3,236",513,"2,561",162,37,,,,,,
,Greeley,"82,919",279,2,49,52,176,"5,329",689,"4,255",385,35,,,,,,
,Greenwood Village,"12,827",41,0,5,14,22,816,147,608,61,4,,,,,,
,Lafayette,"24,042",240,0,4,4,232,647,100,501,46,28,,,,,,
,Littleton,"40,772",60,0,13,20,27,"1,497",226,"1,071",200,11,,,,,,
,Montrose,"13,919",33,1,7,5,20,739,132,582,25,3,,,,,,
,Northglenn,"33,982",114,0,14,21,79,"1,992",249,"1,438",305,7,,,,,,
,Parker,"32,664",25,0,0,8,17,710,141,524,45,13,,,,,,
,Pueblo,"104,424",817,6,38,175,598,"5,571","1,241","3,928",402,65,,,,,,
,Sterling,"13,030",39,0,11,1,27,442,78,360,4,9,,,,,,
,Thornton,"94,540",396,5,37,56,298,"4,891",603,"3,654",634,43,,,,,,
,Wheat Ridge,"32,595",115,0,15,41,59,"1,794",309,"1,216",269,21,,,,,,
,Windsor,"12,637",2,0,1,1,0,53,23,24,6,1,,,,,,
CONNECTICUT,Ansonia,"18,863",25,0,2,10,13,364,40,275,49,1,,,,,,
,Avon,"16,454",9,1,0,5,3,198,37,153,8,0,,,,,,
,Berlin,"19,242",13,0,0,4,9,360,65,268,27,0,,,,,,
,Bethel,"18,571",7,0,2,0,5,184,44,134,6,2,,,,,,
,Bloomfield,"19,925",91,0,16,24,51,551,73,438,40,4,,,,,,
,Branford,"29,142",40,1,9,15,15,843,77,723,43,1,,,,,,
,Bridgeport,"141,030","1,365",15,49,439,862,"6,401","1,243","3,954","1,204",,,,,,,
,Bristol,"60,941",142,2,9,66,65,"1,755",333,"1,292",130,8,,,,,,
,Brookfield,"16,028",26,0,0,1,25,178,26,141,11,0,,,,,,
,Cheshire,"29,288",12,0,2,3,7,292,63,198,31,2,,,,,,
,Clinton,"13,495",15,0,5,1,9,252,51,188,13,2,,,,,,
,Coventry,"12,053",5,0,0,1,4,136,42,82,12,2,,,,,,
,Danbury,"77,425",118,0,16,56,46,"1,722",213,"1,352",157,8,,,,,,
,Darien,"20,018",12,0,1,6,5,193,35,149,9,0,,,,,,
,Derby,"12,603",7,0,0,7,0,320,48,250,22,1,,,,,,
,East Hampton,"13,922",8,0,1,0,7,107,17,83,7,4,,,,,,
,East Haven,"28,752",44,0,7,17,20,638,74,480,84,5,,,,,,
,Enfield,"45,679",57,0,5,24,28,"1,098",148,806,144,5,,,,,,
,Fairfield,"58,096",41,0,5,13,23,"1,326",221,992,113,2,,,,,,
,Farmington,"24,349",15,0,1,11,3,689,86,572,31,5,,,,,,
,Glastonbury,"32,790",9,0,0,8,1,401,67,316,18,2,,,,,,
,Granby,"10,767",5,0,1,1,3,162,19,138,5,2,,,,,,
,Groton,"10,145",30,0,7,11,12,263,89,170,4,1,,,,,,
,Groton Town,"29,709",63,0,20,21,22,413,57,339,17,0,,,,,,
,Guilford,"22,013",23,0,5,2,16,363,40,309,14,4,,,,,,
,Hartford,"125,381","1,812",45,64,"1,024",679,"9,857","1,326","6,143","2,388",,,,,,,
,Madison,"18,669",1,0,0,0,1,152,22,124,6,0, ,,,,,
,Manchester,"55,448",581,1,27,40,513,"2,191",288,"1,692",211,5,,,,,,
,Meriden,"59,063",127,2,8,60,57,"2,283",504,"1,633",146,0,,,,,,
,Middletown,"44,448",47,0,0,21,26,"1,242",124,"1,003",115,0,,,,,,
,Milford,"53,825",63,1,3,36,23,"1,728",175,"1,405",148,7,,,,,,
,Monroe,"19,680",2,0,0,0,2,222,34,154,34,0,,,,,,
,Naugatuck,"31,637",31,0,2,9,20,548,81,439,28,4,,,,,,
,New Britain,"72,062",275,0,8,122,145,"2,891",587,"1,977",327,1,,,,,,
,New Canaan,"19,864",8,0,1,3,4,99,10,83,6,2,,,,,,
,New London,"26,240",159,2,17,56,84,873,185,593,95,12,,,,,,
,New Milford,"28,144",17,0,8,5,4,300,82,195,23,2,,,,,,
,Newtown,"26,037",8,0,4,1,3,250,46,196,8,3,,,,,,
,North Haven,"23,615",7,0,0,4,3,455,54,356,45,1,,,,,,
,Norwalk,"84,683",355,1,13,156,185,"2,470",373,"1,750",347,7,,,,,,
,Old Saybrook,"10,554",2,0,0,0,2,281,17,258,6,0,,,,,,
,Orange,"13,471",6,0,0,5,1,339,36,286,17,2,,,,,,
,Plainfield,"15,116",37,0,3,3,31,148,31,103,14,0,,,,,,
,Plainville,"17,522",20,0,3,8,9,636,75,526,35,3,,,,,,
,Ridgefield,"24,213",0,0,0,0,0,74,13,60,1,0,,,,,,
,Rocky Hill,"18,426",24,1,2,2,19,356,43,286,27,2,,,,,,
,Seymour,"15,831",43,0,1,10,32,254,44,177,33,3,,,,,,
,Shelton,"39,102",29,0,6,12,11,401,96,223,82,1,,,,,,
,Simsbury,"23,576",3,0,0,1,2,220,26,187,7,0,,,,,,
,Southington,"41,214",34,0,3,10,21,901,162,653,86,3,,,,,,
,South Windsor,"25,010",13,0,1,4,8,348,65,256,27,0,,,,,,
,Stamford,"120,642",271,2,11,135,123,"2,167",319,"1,595",253,7,,,,,,
,Stratford,"50,503",114,2,8,73,31,"1,822",314,"1,290",218,5,,,,,,
,Suffield,"14,114",5,0,0,1,4,186,45,126,15,1,,,,,,
,Torrington,"35,891",139,0,5,12,122,"1,114",202,838,74,4,,,,,,
,Trumbull,"35,087",25,1,3,16,5,821,79,695,47,6,,,,,,
,Wallingford,"44,116",36,0,5,16,15,792,138,598,56,5,,,,,,
,Waterbury,"108,596",481,5,50,234,192,"6,396","1,082","4,347",967,,,,,,,
,Watertown,"22,246",10,0,0,4,6,356,38,306,12,0,,,,,,
,West Hartford,"61,771",133,1,4,93,35,"1,858",291,"1,414",153,13,,,,,,
,West Haven,"53,081",155,0,13,66,76,"1,969",256,"1,416",297,9,,,,,,
,Weston,"10,297",4,1,0,0,3,74,13,57,4,0,,,,,,
,Westport,"26,344",14,0,0,6,8,475,83,373,19,2,,,,,,
,Wethersfield,"26,564",39,0,4,16,19,585,83,434,68,2,,,,,,
,Willimantic,"16,184",63,0,9,39,15,675,128,500,47,5,,,,,,
,Windsor,"28,707",36,1,5,8,22,559,50,463,46,5,,,,,,
,Windsor Locks,"12,318",15,5,3,5,2,184,35,115,34,0,,,,,,
,Wolcott,"15,786",4,0,0,4,0,307,47,236,24,0,,,,,,
DELAWARE,Dover,"32,989",239,1,24,47,167,"1,917",166,"1,647",104,7,,,,,,
,Newark,"30,171",168,0,11,70,87,"1,186",171,929,86,14,,,,,,
,Wilmington,"73,411","1,088",7,37,416,628,"3,823",869,"2,192",762,2,,,,,,
DISTRICT OF COLUMBIA,Washington,"563,384","8,839",248,273,"3,836","4,482","31,581","4,670","17,362","9,549",,,,,,,
FLORIDA,Altamonte Springs,"41,726",149,4,16,46,83,"1,773",291,"1,290",192,5,,,,,,
,Apopka,"30,207",319,1,13,82,223,"1,664",378,"1,160",126,0,,,,,,
,Atlantic Beach,"13,799",65,0,3,16,46,491,108,358,25,1,,,,,,
,Auburndale,"11,897",69,0,3,31,35,844,194,621,29,1,,,,,,
,Aventura,"26,984",54,0,1,37,16,"2,206",148,"1,945",113,3,,,,,,
,Bartow,"15,738",123,0,15,31,77,"1,540",371,"1,067",102,2,,,,,,
,Belle Glade,"15,483",461,1,9,149,302,"1,548",455,982,111,11,,,,,,
,Boca Raton,"78,828",175,1,10,46,118,"2,522",597,"1,722",203,3,,,,,,
,Boynton Beach,"64,849",678,1,5,185,487,"4,881",848,"3,558",475,3,,,,,,
,Bradenton,"52,304",455,7,29,162,257,"3,320",894,"2,073",353,0,,,,,,
,Cape Coral,"114,966",312,1,11,33,267,"3,763","1,044","2,544",175,30,,,,,,
,Casselberry,"24,115",143,1,9,25,108,957,187,686,84,3,,,,,,
,Clearwater,"110,296","1,162",4,53,253,852,"5,572","1,055","4,037",480,50,,,,,,
,Clermont,"10,325",84,0,5,24,55,448,160,266,22,3,,,,,,
,Cocoa,"16,703",442,1,41,92,308,"1,302",365,851,86,4,,,,,,
,Cocoa Beach,"12,738",122,0,16,24,82,909,134,735,40,2,,,,,,
,Coconut Creek,"48,586",112,1,7,16,88,"1,027",205,703,119,2,,,,,,
,Cooper City,"29,400",63,1,8,3,51,716,125,550,41,3,,,,,,
,Coral Gables,"43,411",158,3,3,68,84,"2,644",440,"1,975",229,2,,,,,,
,Coral Springs,"127,974",290,2,24,70,194,"3,541",560,"2,695",286,8,,,,,,
,Crestview,"15,634",60,0,3,15,42,581,124,439,18,2,,,,,,
,Dania,"28,580",204,1,15,49,139,934,215,549,170,2,,,,,,
,Davie,"81,315",355,4,13,94,244,"3,263",580,"2,326",357,28,,,,,,
,Daytona Beach,"65,788","1,214",5,81,420,708,"6,141","1,567","3,651",923,25,,,,,,
,Deerfield Beach,"66,836",359,1,27,97,234,"1,695",314,"1,127",254,7,,,,,,
,Deland,"21,829",147,0,8,32,107,"1,361",366,938,57,5,,,,,,
,Delray Beach,"63,412",521,1,15,125,380,"4,036",683,"2,952",401,13,,,,,,
,Dunedin,"37,335",81,0,10,21,50,994,206,737,51,8,,,,,,
,Edgewater,"20,098",62,0,3,6,53,704,167,493,44,2,,,,,,
,Eustis,"16,182",81,0,7,10,64,311,52,232,27,1,,,,,,
,Fernandina Beach,"11,223",21,0,4,6,11,372,73,274,25,0,,,,,,
,Fort Lauderdale,"161,090","1,352",18,49,640,645,"9,736","2,320","6,281","1,135",38,,,,,,
,Fort Myers,"50,874",965,12,29,275,649,"3,410",667,"2,130",613,20,,,,,,
,Fort Pierce,"38,684",830,15,57,249,509,"3,448","1,043","2,132",273,29,,,,,,
,Fort Walton Beach,"20,466",122,0,16,19,87,772,116,598,58,3,,,,,,
,Gainesville,"96,919","1,004",5,55,197,747,"5,049","1,208","3,370",471,18,,,,,,
,Greenacres City,"30,996",233,0,12,41,180,"1,529",297,"1,077",155,2,,,,,,
,Gulfport,"12,798",77,1,3,33,40,631,170,389,72,2,,,,,,
,Haines City,"13,959",92,0,4,29,59,"1,217",309,823,85,9,,,,,,
,Hallandale,"35,941",454,4,9,132,309,"1,779",389,"1,203",187,8,,,,,,
,Hialeah,"232,325","1,429",13,31,427,958,"10,806","1,804","7,141","1,861",33,,,,,,
,Hialeah Gardens,"20,241",46,1,1,11,33,"1,003",173,657,173,1,,,,,,
,Holly Hill,"12,792",127,0,7,46,74,"1,073",321,631,121,3,,,,,,
,Hollywood,"145,834",944,4,46,412,482,"7,976","1,289","5,670","1,017",43,,,,,,
,Homestead,"34,344",620,4,24,260,332,"3,124",197,"2,656",271,6,,,,,,
,Jacksonville,"776,417","6,729",92,213,"2,344","4,080","43,791","8,910","30,043","4,838",283,,,,,,
,Jacksonville Beach,"21,636",144,0,4,44,96,"1,221",175,942,104,3,,,,,,
,Jupiter,"44,179",166,0,7,33,126,"1,492",328,"1,094",70,4,,,,,,
,Key Biscayne,"10,663",11,0,0,6,5,386,45,328,13,4,,,,,,
,Key West,"25,736",152,2,7,69,74,"1,879",384,"1,336",159,0,,,,,,
,Kissimmee,"49,828",531,4,9,130,388,"3,028",630,"2,179",219,6,,,,,,
,Lady Lake,"12,765",28,0,1,0,27,232,51,167,14,0,,,,,,
,Lake City,"10,364",154,0,4,22,128,"1,209",185,964,60,1,,,,,,
,Lakeland,"87,752",516,5,39,215,257,"5,165",954,"3,844",367,13,,,,,,
,Lake Mary,"12,877",29,1,5,3,20,242,50,179,13,1,,,,,,
,Lake Wales,"10,576",80,1,2,25,52,852,203,586,63,0,,,,,,
,Lake Worth,"36,226",500,5,22,284,189,"2,887",697,"1,896",294,8,,,,,,
,Largo,"71,943",342,4,30,60,248,"2,754",517,"2,051",186,7,,,,,,
,Lauderdale Lakes,"32,245",241,5,19,71,146,802,141,478,183,4,,,,,,
,Lauderhill,"59,898",493,4,24,134,331,"2,120",495,"1,245",380,21,,,,,,
,Leesburg,"16,779",222,0,3,59,160,"1,143",385,691,67,5,,,,,,
,Lighthouse Point,"11,287",16,1,0,4,11,237,55,159,23,0,,,,,,
,Longwood,"13,946",309,2,4,12,291,656,207,429,20,1,,,,,,
,Lynn Haven,"13,508",45,1,1,7,36,477,119,331,27,6,,,,,,
,Maitland,"12,222",38,2,4,11,21,473,123,289,61,0,,,,,,
,Marco Island,"15,469",11,0,0,3,8,263,38,216,9,4,,,,,,
,Margate,"55,789",186,0,4,31,151,"1,111",244,734,133,5,,,,,,
,Melbourne,"75,155",593,4,31,122,436,"3,628",881,"2,490",257,20,,,,,,
,Miami,"381,651","7,157",74,107,"2,928","4,048","26,370","5,878","15,404","5,088",239,,,,,,
,Miami Beach,"91,215","1,172",6,72,507,587,"9,438","1,414","6,840","1,184",5,,,,,,
,Miami Lakes,"23,287",91,1,3,16,71,"1,023",170,699,154,1,,,,,,
,Miami Shores,"10,554",76,0,1,48,27,735,199,491,45,0,,,,,,
,Miami Springs,"13,995",80,0,2,43,35,634,131,456,47,0,,,,,,
,Miramar,"92,013",373,1,24,96,252,"3,022",896,"1,683",443,17,,,,,,
,Mount Dora,"10,137",100,0,6,16,78,529,116,384,29,5,,,,,,
,Naples,"21,549",54,0,4,13,37,"1,084",183,866,35,3,,,,,,
,New Port Richey,"16,766",154,0,13,34,107,974,250,650,74,8,,,,,,
,New Smyrna Beach,"20,850",126,1,2,23,100,922,253,606,63,3,,,,,,
,Niceville,"12,292",18,0,4,1,13,143,27,107,9,0,,,,,,
,North Lauderdale,"33,836",224,0,16,32,176,637,133,422,82,2,,,,,,
,North Miami,"61,133",823,1,30,399,393,"4,637","1,057","2,835",745,13,,,,,,
,North Miami Beach,"41,596",467,1,29,219,218,"2,437",704,"1,379",354,7,,,,,,
,North Palm Beach,"12,754",42,0,2,16,24,461,93,312,56,0,,,,,,
,North Port,"28,077",107,1,19,8,79,856,199,621,36,7,,,,,,
,Oakland Park,"32,063",279,2,15,83,179,"1,229",273,745,211,6,,,,,,
,Ocala,"47,790",645,2,39,165,439,"3,674",926,"2,520",228,22,,,,,,
,Ocoee,"27,208",141,0,9,24,108,"1,404",269,"1,039",96,2,,,,,,
,Oldsmar,"12,958",35,0,2,3,30,599,121,441,37,2,,,,,,
,Opa Locka,"15,238",633,6,19,227,381,"1,136",285,692,159,8,,,,,,
,Orlando,"197,268","3,322",21,136,849,"2,316","17,024","3,593","11,511","1,920",48,,,,,,
,Ormond Beach,"37,883",110,1,6,33,70,"1,217",428,714,75,1,,,,,,
,Oviedo,"28,102",106,0,8,5,93,690,139,524,27,11,,,,,,
,Palatka,"10,496",170,0,5,33,132,950,116,794,40,5,,,,,,
,Palm Bay,"84,558",576,8,72,64,432,"3,199",890,"2,130",179,19,,,,,,
,Palm Beach Gardens,"38,825",128,0,6,47,75,"1,825",321,"1,340",164,0,,,,,,
,Palmetto,"13,050",184,0,8,58,118,692,158,471,63,2,,,,,,
,Palm Springs,"13,404",62,0,4,27,31,783,133,538,112,5,,,,,,
,Panama City,"37,393",378,1,34,87,256,"2,818",490,"2,173",155,5,,,,,,
,Parkland,"17,899",13,0,1,2,10,340,93,229,18,0,,,,,,
,Pembroke Pines,"149,321",394,0,23,132,239,"4,420",618,"3,291",511,40,,,,,,
,Pensacola,"56,251",375,4,41,83,247,"2,625",600,"1,919",106,4,,,,,,
,Pinellas Park,"47,231",281,3,12,47,219,"2,846",572,"2,077",197,13,,,,,,
,Plantation,"86,371",237,3,7,109,118,"3,764",549,"2,881",334,9,,,,,,
,Plant City,"31,542",269,2,13,88,166,"1,947",307,"1,468",172,4,,,,,,
,Pompano Beach,"88,748",707,3,24,207,473,"3,061",592,"2,091",378,8,,,,,,
,Port Orange,"50,225",44,3,5,9,27,"1,019",190,761,68,6,,,,,,
,Port St. Lucie,"100,342",281,1,17,30,233,"2,699",683,"1,906",110,14,,,,,,
,Punta Gorda,"16,303",30,0,3,4,23,419,141,253,25,1,,,,,,
